2020.12.30,"73,600","72,000","74,000","71,500","4,194,249"
2020.12.29,"72,200","72,500","72,700","70,500","5,229,106"
2020.12.28,"72,900","74,000","74,800","72,800","8,145,726"
2020.12.24,"72,800","70,400","73,600","70,100","5,870,143"
2020.12.23,"69,900","68,500","69,900","68,500","2,663,377"
2020.12.22,"68,500","68,300","68,800","68,200","2,109,156"
2020.12.21,"68,800","68,700","69,100","68,000","3,519,643"
2020.12.18,"68,600","68,900","69,300","68,600","3,277,424"
2020.12.17,"68,900","68,700","69,300","68,500","4,513,170"
2020.12.16,"69,500","70,000","70,400","69,500","2,624,187"
