2020.09.02,"47,100","47,100","47,900","47,000","1,881,394"
2020.09.01,"47,100","47,350","47,850","47,000","2,632,194"
2020.08.31,"47,500","48,250","48,550","47,500","3,428,166"
2020.08.28,"48,200","48,450","48,600","48,200","1,479,287"
2020.08.27,"48,400","49,200","49,200","48,300","1,861,794"
2020.08.26,"49,000","49,000","49,000","48,550","1,345,692"
2020.08.25,"48,750","49,000","49,000","48,600","1,305,053"
2020.08.24,"48,600","48,700","49,050","48,000","1,425,077"
2020.08.21,"48,650","48,500","49,250","48,300","2,507,784"
2020.08.20,"48,250","50,000","50,100","48,050","3,748,473"
