2020.10.05,"50,700","50,000","51,000","50,000","2,058,949"
2020.09.29,"50,500","50,600","50,800","50,400","2,656,730"
2020.09.28,"50,500","50,700","50,900","50,300","1,784,371"
2020.09.25,"50,700","50,300","50,900","50,100","2,041,736"
2020.09.24,"50,300","50,100","50,900","50,100","1,926,490"
2020.09.23,"50,900","51,100","51,300","50,300","1,875,836"
2020.09.22,"51,000","50,900","51,600","50,600","2,117,503"
2020.09.21,"51,300","50,900","51,800","50,900","1,636,797"
2020.09.18,"50,900","50,800","51,300","50,500","2,188,690"
2020.09.17,"51,000","51,700","51,900","50,800","2,505,013"
