2020.09.16,"51,700","52,000","52,300","51,500","2,490,139"
2020.09.15,"52,000","52,500","52,600","51,700","2,939,585"
2020.09.14,"51,900","51,600","52,000","51,500","2,360,763"
2020.09.11,"50,900","50,700","50,900","50,100","1,801,308"
2020.09.10,"50,700","50,400","50,900","50,200","2,645,971"
2020.09.09,"49,500","49,450","50,200","49,200","2,349,972"
2020.09.08,"50,000","49,100","50,300","49,050","2,548,510"
2020.09.07,"48,500","47,700","48,600","47,700","2,015,714"
2020.09.04,"47,500","47,100","47,850","46,900","2,886,358"
2020.09.03,"47,900","47,800","48,450","47,800","3,836,969"
